Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location
Chhangani Pappi Maharaj,4.1,"Street Food, Mithai",250.0,25.0,1,Kolkata
New Arsalan Restaurant,3.4,"Biryani, Rolls",250.0,33.0,1,Kolkata
The Yellow Turtle,4.5,"Asian, Thai, Chinese, Continental, Seafood, Fast Food, Beverages",250.0,55.0,1,Kolkata
Boho - The Ground Cafe,3.8,"Cafe, Continental, Pizza, Burger, Fast Food, Desserts, Shake, Beverages",400.0,61.0,1,Kolkata
Bengali Express,3.5,"Bengali, North Indian",400.0,68.0,1,Kolkata
Bagara Bawarchi Cafe,,"South Indian, North Indian, Biryani, Fast Food, Beverages",400.0,50.0,1,Kolkata
Krishna's Mishti Cafe,4.2,"Chinese, South Indian, Pizza, Desserts, Beverages",400.0,50.0,1,Kolkata
SpiceKlub,3.6,North Indian,400.0,38.0,1,Kolkata
Khalsa Restaurant,4.0,"North Indian, Fast Food, Mughlai, Beverages, Shake",400.0,43.0,1,Kolkata
The Chicken King,3.8,Fast Food,400.0,46.0,1,Kolkata
Urbans Cafe,3.5,"Fast Food, Pizza, Chinese, Sandwich, Momos, Beverages, Sichuan",400.0,27.0,1,Kolkata
Spice Hubb,,"North Indian, Biryani, Rolls",400.0,46.0,1,Kolkata
Aloha - The Cake Boutique,4.3,Bakery,400.0,39.0,1,Kolkata
Share Chai,3.2,"Tea, Sandwich, Street Food",400.0,32.0,1,Kolkata
Tribe,3.8,"Cafe, Sandwich, Wraps, Continental, Seafood, Pasta, Desserts, Beverages",400.0,49.0,1,Kolkata
Mystery Of Food,3.1,"Chinese, Sandwich, Pizza, Burger",100.0,30.0,1,Kolkata
The Sky Chef,3.7,"Chinese, Fast Food",100.0,41.0,1,Kolkata
Hakka Bakka,3.9,"Momos, Chinese, Rolls",100.0,46.0,1,Kolkata
Eaterniaa,4.0,"Chinese, Continental, Fast Food, Beverages",100.0,47.0,1,Kolkata
Annapurna Kitchen,4.4,"Street Food, Tea",100.0,69.0,1,Kolkata
Amish Niramish,3.9,"Fast Food, North Indian, Chinese",100.0,52.0,1,Kolkata
Park Victoria Restaurant,3.8,"North Indian, Mughlai, Chinese, Sandwich, Fast Food, Tea, Beverages",100.0,37.0,1,Kolkata
The Royal Bengal Tiger Cafe,4.3,"Cafe, Beverages, Bengali, Sandwich, Fast Food, Desserts",100.0,55.0,1,Kolkata
House of Wong by Mamasan,4.0,"Chinese, Korean, Thai, Tibetan",100.0,61.0,1,Kolkata
Meals 'O' Memories,3.7,"Continental, North Indian, Sandwich, Chinese, Fast Food, Pasta, Street Food",100.0,49.0,1,Kolkata
Shawarma Kingdom,4.1,"Lebanese, Burger",100.0,47.0,1,Kolkata
BJs Sports Restrau Cum Lounge,4.0,"Continental, Asian, North Indian, Chinese, Pizza, Pasta, Shake, Beverages",100.0,63.0,1,Kolkata
Rooftop Top View,3.7,"South Indian, Fast Food, Beverages, Desserts",200.0,47.0,1,Kolkata
Dawat Restaurant,3.7,"North Indian, Chinese, Mughlai, Sichuan",200.0,40.0,1,Kolkata
Masala Dhaba,4.1,"North Indian, Chinese, Sichuan, Momos, Seafood, Biryani",200.0,44.0,1,Kolkata
Boba Panda,4.0,"Korean, Tea, Desserts, Beverages",200.0,52.0,1,Kolkata
Mintelaa Express,4.0,"South Indian, Street Food, Beverages",200.0,26.0,1,Kolkata
Coffichat,4.6,"Coffee, South Indian, North Indian, Fast Food, Chinese, Sandwich, Shake, Beverages",200.0,23.0,1,Kolkata
Blue Sky Cafe,4.3,"North Indian, Continental, Italian, Thai, Shake, Sichuan",200.0,40.0,1,Kolkata
Mahalaya Snacks Corner,3.8,"Biryani, Fast Food, Chinese, Rolls, North Indian, Street Food, Bengali",200.0,46.0,1,Kolkata
Thali Box,,"North Indian, Chinese, Biryani, Kebab, Rolls, Pasta, Fast Food",200.0,48.0,1,Kolkata
Hungry Hub,3.2,"Bengali, Biryani, Fast Food",200.0,50.0,1,Kolkata
Eatary D Cafe,4.0,"Sandwich, Street Food, Pasta",200.0,25.0,1,Kolkata
The Lassi Pub,3.4,"Sandwich, Fast Food, Beverages, Desserts, Shake",200.0,57.0,1,Kolkata
Pronto Gourmet Food,4.0,"Shawarma, Burger, Pizza, Chinese, Desserts",300.0,62.0,1,Kolkata
Onam,4.1,"South Indian, Continental, Fast Food, North Indian, Chinese, Sichuan, Desserts, Beverages",300.0,35.0,1,Kolkata
Hao Chi,4.0,"Chinese, Seafood, Sichuan",300.0,46.0,1,Kolkata
The Biryani Villa,4.0,Biryani,300.0,39.0,1,Kolkata
Shifu's,4.2,"Chinese, North Indian, Seafood, Rolls, Momos",300.0,48.0,1,Kolkata
Chole Sardar,3.3,North Indian,300.0,43.0,1,Kolkata
Kaati Zone Rolls and Wraps,4.0,"Rolls, Wraps, Fast Food, Desserts, Shake",300.0,54.0,1,Kolkata
Janta Sweets,3.5,Mishti,300.0,28.0,1,Kolkata
Baskin Robbins Happyness Shakes,,"Shake, Beverages",300.0,49.0,1,Kolkata
Regent Multicuisine Restaurant,4.3,"North Indian, Chinese, Mughlai",300.0,60.0,1,Kolkata
The Scoop New Empire,4.0,"Chinese, North Indian, South Indian, Pizza, Mughlai, Fast Food, Desserts, Beverages",300.0,44.0,1,Kolkata
Sultanat E Biryani,3.2,"Biryani, North Indian, Kebab, Rolls, Fast Food, Desserts, Beverages",300.0,47.0,1,Kolkata
Royal China,4.3,"Chinese, Asian, Seafood, Desserts, Beverages",600.0,58.0,1,Kolkata
Champaran Meat Corner,3.8,North Indian,600.0,29.0,1,Kolkata
Star Zoya Biryani,3.9,"Biryani, North Indian",600.0,16.0,1,Kolkata
Asia House,4.2,"Chinese, Thai, Asian, Seafood, Sichuan",600.0,60.0,1,Kolkata
Space House,3.6,"Cafe, North Indian, Momos, Pizza, Chinese, Fast Food, Beverages",600.0,42.0,1,Kolkata
Licking Lips,,"Chinese, Fast Food, Beverages",600.0,62.0,1,Kolkata
Cafe Narumeg,3.9,"Continental, Street Food, Chinese, Seafood, Sandwich, Pasta, Pizza, Beverages",600.0,46.0,1,Kolkata
Cake And Bake,3.8,"Bakery, Fast Food, Desserts, Beverages",600.0,63.0,1,Kolkata
Roll Factory By Sanjha Chulha,4.3,Rolls,600.0,37.0,1,Kolkata
Caramelle,,"Bakery, Pizza, Pasta, Fast Food",600.0,47.0,1,Kolkata
Maa Ki Raasoi,4.0,"Fast Food, Pizza, Sandwich, Pasta, Street Food",600.0,39.0,1,Kolkata
Pinkk Sugars - Patisserie & Artisanal Bakery,3.6,"Italian, Pizza, Pasta, Salad, Bakery, Desserts, Coffee, Beverages",600.0,45.0,1,Kolkata
Abar Baithak,4.0,"Coffee, Beverages, Sandwich, Pizza, Fast Food, Italian, Desserts",250.0,48.0,1,Kolkata
Riyasat-E-Hind,3.9,"North Indian, Chinese, Mughlai, Kebab, Biryani, Seafood, Desserts, Beverages",250.0,46.0,1,Kolkata
Handa's Restaurant,3.4,"Chinese, Burger, Street Food, Shake",250.0,47.0,1,Kolkata
Giani Ice Cream,3.8,"Ice Cream, Shake, Desserts, Beverages",250.0,37.0,1,Kolkata
Fatima's Kitchen,3.8,"Chinese, Fast Food",250.0,43.0,1,Kolkata
Hoppipola,4.2,"Continental, Italian, Pizza, Asian, Bar Food, Beverages",250.0,49.0,1,Kolkata
Sundaram Restaurant,3.7,"North Indian, South Indian, Chinese",250.0,57.0,1,Kolkata
Haju's Darbar,4.3,"Chinese, Rolls, Fast Food, Seafood, Sichuan",250.0,29.0,1,Kolkata
Railway Restaurant & Bar,4.1,"North Indian, Chinese, Bengali, Sichuan",250.0,47.0,1,Kolkata
Sarkari Chai,3.5,"Chinese, Fast Food, Beverages",250.0,33.0,1,Kolkata
Cake Adda,2.9,Bakery,250.0,45.0,1,Kolkata
The Chocolate Room,4.2,"Desserts, Shake, Burger, Pasta, Pizza, Finger Food, Pancake, Waffle",250.0,51.0,1,Kolkata
Nisha's Bakery & Kitchen,4.4,"Chinese, Wraps, Fast Food",250.0,59.0,1,Kolkata
Soul Kitchen,4.0,"North Indian, Chinese, Continental, South Indian, Biryani, Salad, Desserts, Beverages",250.0,55.0,1,Kolkata
Tea Chai,,Tea,250.0,39.0,1,Kolkata
Dosa Point,3.7,"South Indian, Street Food",250.0,43.0,1,Kolkata
Lee Eating House,4.3,"Chinese, Seafood",250.0,32.0,1,Kolkata
La Macario Cafe,4.1,"Cafe, Fast Food, Beverages, Asian",250.0,49.0,1,Kolkata
Radhe Shyam Paan Bhandar,4.6,Paan,250.0,52.0,1,Kolkata
Masala Darbar,4.1,"Chinese, North Indian",250.0,48.0,1,Kolkata
Wowfillss,4.2,"Desserts, Beverages",250.0,51.0,1,Kolkata
Hot Spice,3.5,"Chinese, Pasta",250.0,50.0,1,Kolkata
Ibaco,4.6,"Ice Cream, Beverages",250.0,47.0,1,Kolkata
Café 82,4.3,"American, BBQ, Beverages, Burger, Coffee, Continental, Fast Food",250.0,61.0,1,Kolkata
Just Baked,3.6,"Bakery, Fast Food",100.0,37.0,1,Kolkata
Sweetish House Mafia,4.3,"Desserts, Shake, Beverages",100.0,54.0,1,Kolkata
Mintelaa,3.7,"Cafe, North Indian, Chinese, Fast Food, Italian, Beverages, Desserts, Coffee",100.0,50.0,1,Kolkata
The Tasty Bites,4.3,"Chinese, Oriental, Rolls, Fast Food, Sichuan",100.0,48.0,1,Kolkata
FNP Cakes,,Bakery,100.0,39.0,1,Kolkata
Maa Ki Sigdi,3.7,"North Indian, Chinese, BBQ, Biryani, Momos, Mughlai, Rolls, Cafe",100.0,54.0,1,Kolkata
Bianco,3.8,"Cafe, Italian, Fast Food, Sichuan, Beverages",100.0,57.0,1,Kolkata
HomeSlice,4.0,"Italian, Pizza",100.0,40.0,1,Kolkata
Success Storii,4.0,"Chinese, Momos, Thai, Salad, Seafood, Fast Food",100.0,42.0,1,Kolkata
Dipika'r Kitchen,3.3,"Bengali, Fast Food",100.0,52.0,1,Kolkata
Rolls & Wraps,4.0,"Rolls, Wraps",100.0,40.0,1,Kolkata
Shyam Fast Food Corner,2.9,"Fast Food, Chinese, Sichuan",100.0,60.0,1,Kolkata
Jacky's Crazy Kitchen,4.1,"North Indian, Chinese, Rolls, Biryani",100.0,41.0,1,Kolkata
Desi And Tasty,4.4,"North Indian, Rolls",100.0,47.0,1,Kolkata
Zaairah,3.6,"North Indian, Chinese, Italian, Continental, Beverages, Desserts",100.0,52.0,1,Kolkata
Amar Adda,4.1,"Fast Food, Street Food, Sandwich, Healthy Food, Burger, Beverages",100.0,47.0,1,Kolkata
Faasos Signature Wraps and Rolls,4.3,"Rolls, Wraps, Fast Food",100.0,46.0,1,Kolkata
Make My Cake,3.3,Bakery,100.0,90.0,1,Kolkata
Mizuki,4.1,"Asian, Chinese",100.0,49.0,1,Kolkata
Mishti Ghor,4.2,"Mishti, Bengali, Desserts",100.0,42.0,1,Kolkata
Suman Sweet And Snacks,4.3,Mishti,100.0,34.0,1,Kolkata
Noodles & Live Pasta - Non Veg.,4.2,"Chinese, Seafood, Continental, Pasta, Sichuan",100.0,65.0,1,Kolkata
Amul Fresh And Cream,4.0,"Ice Cream, Desserts",100.0,41.0,1,Kolkata
Tanatani Cafe Cum Restaurant,4.0,"Bengali, North Indian, Chinese, Biryani, Momos",100.0,41.0,1,Kolkata
Starter Barter,3.8,"Chinese, Rolls, Fast Food",100.0,51.0,1,Kolkata
Gangotri,4.2,"South Indian, North Indian, Fast Food, Beverages",100.0,53.0,1,Kolkata
Paris Bakery,3.1,Bakery,100.0,45.0,1,Kolkata
House Of Royals,3.7,"Bengali, North Indian, Kebab, Biryani, Seafood, Beverages",100.0,46.0,1,Kolkata
Super Sub Deli,3.9,"Sandwich, Pasta, Beverages",100.0,45.0,1,Kolkata
Mother's Kitchen,3.1,"North Indian, Chinese, Rolls, Momos, Street Food",100.0,37.0,1,Kolkata
Huzayl's Kitchen,4.2,"Chinese, Fast Food, Sichuan",100.0,48.0,1,Kolkata
V Cafe- Meals By PVR,3.9,"Burger, Sandwich, Fast Food",100.0,66.0,1,Kolkata
Red Hot Chilli Pepper,4.2,"Chinese, Asian, Sichuan, Desserts",100.0,48.0,1,Kolkata
MS Calcutta Chicken Fries And Burgers,2.8,"Burger, Fast Food, Roast Chicken",100.0,52.0,1,Kolkata
Olivia,,Ice Cream,100.0,42.0,1,Kolkata
Sorano,4.1,"Italian, Continental, Pizza, Desserts, Beverages",100.0,44.0,1,Kolkata
Ghosh Food Corner,3.5,"South Indian, Chinese",150.0,47.0,1,Kolkata
The Indian Chai By Breakfast 4 U,3.8,"North Indian, Sandwich, Fast Food, Street Food, Beverages",150.0,52.0,1,Kolkata
Samrat Shazada,3.9,"Chinese, Mughlai, Rolls, North Indian",150.0,47.0,1,Kolkata
Noodles And Live Pasta,4.1,"Chinese, Seafood, Sichuan",150.0,71.0,1,Kolkata
Sufia,3.8,Mughlai,150.0,24.0,1,Kolkata
Foron Restaurant,3.9,"North Indian, Chinese, Momos, Rolls",150.0,46.0,1,Kolkata
Red Bubble Cafe,4.0,"Sandwich, Fast Food, Beverages, Coffee, Shake, Desserts",150.0,49.0,1,Kolkata
Mabrooks Cafe,4.0,"Chinese, Salad, Continental, Pasta, Italian, Pizza, Oriental, North Indian",150.0,45.0,1,Kolkata
Royal Food Service,3.7,"Street Food, Sandwich, South Indian, Beverages",150.0,41.0,1,Kolkata
Bhukkhars Biryani,3.9,"Biryani, North Indian, Chinese, Mughlai, Kebab, Sichuan",150.0,61.0,1,Kolkata
Bengal Dhaba,4.0,"Bengali, North Indian, Mughlai, Kebab, Chinese, Sichuan, Desserts, Beverages",150.0,46.0,1,Kolkata
1000 BC,3.6,"Chinese, Healthy Food, Continental, Italian, Mexican, North Indian, Desserts, Beverages",150.0,51.0,1,Kolkata
The Steak & Grill,4.1,"Steak, Seafood, Salad, Continental, Pizza, Chinese, Desserts, Beverages",400.0,57.0,1,Kolkata
Desi Lane,3.9,"North Indian, Mughlai, Continental, Italian, Chinese, Salad, Biryani, Desserts",400.0,56.0,1,Kolkata
One Step Up,4.4,"Chinese, Asian, Continental, Italian, Desserts, Beverages",400.0,37.0,1,Kolkata
Corner Cafe,3.9,"Sandwich, Pizza, Burger, Fast Food, Desserts, Shake, Beverages",400.0,41.0,1,Kolkata
Mushroom,4.0,"Chinese, North Indian",400.0,28.0,1,Kolkata
Haji Arsalan Biryani,2.6,Biryani,400.0,37.0,1,Kolkata
Paul's Food,4.0,North Indian,400.0,46.0,1,Kolkata
ROYCE' Chocolate,4.7,Desserts,400.0,60.0,1,Kolkata
Prity's Kitchen,4.2,"Chinese, Momos, Thai, Sichuan",400.0,46.0,1,Kolkata
Calcutta 64,4.1,"Cafe, Italian, Continental, Chinese, Seafood, Fast Food, Beverages, Desserts",400.0,45.0,1,Kolkata
Vintage Asia - JW Marriott Hotel Kolkata,3.1,"Asian, Thai, Chinese, Japanese, Beverages, Rolls",400.0,70.0,1,Kolkata
Chai Garam,3.6,"Tea, Shake, Coffee, Beverages, Sandwich, Pasta, Fast Food, Street Food",400.0,27.0,1,Kolkata
Reg's Kitchen,4.1,Momos,200.0,56.0,1,Kolkata
Trill,4.0,"North Indian, Biryani, Chinese, Sandwich, Rolls, Fast Food",200.0,41.0,1,Kolkata
Zainab Biryani,3.8,"Biryani, North Indian",200.0,28.0,1,Kolkata
Since 2016 Cafe,4.0,"Chinese, Continental, Seafood, Sandwich, Pasta, Fast Food, Street Food, Beverages",200.0,49.0,1,Kolkata
The Canteen By Asia House,4.1,"Asian, Chinese, Thai, Korean, Japanese, Seafood, Desserts, Beverages",200.0,63.0,1,Kolkata
Biryani Nawabi,3.2,"Biryani, Burger, Sandwich, Pasta",200.0,36.0,1,Kolkata
Food Express@99,4.0,"Fast Food, Beverages",200.0,46.0,1,Kolkata
Hia's Cafe,4.4,"Healthy Food, Sandwich, Fast Food, Salad, Desserts, Beverages",200.0,61.0,1,Kolkata
La Artisan Cafe,4.1,"Sandwich, Cafe, Coffee, Tea, Momos, Desserts, Bakery, Beverages",200.0,34.0,1,Kolkata
Aviruchi Hotel & Restuarant,,"North Indian, Fast Food, Bengali",200.0,60.0,1,Kolkata
Bidishar Rannaghar,3.3,"Rolls, Bengali, North Indian, Chinese",200.0,55.0,1,Kolkata
Ong Bong Chong,3.9,"Bengali, North Indian, Rolls, Kebab, Finger Food, Fast Food, Lucknowi, Wraps",200.0,63.0,1,Kolkata
Fries Before Guys,3.6,"Burger, Sandwich, Momos, American, Fast Food",200.0,39.0,1,Kolkata
Bala's Eating Hub,,South Indian,200.0,45.0,1,Kolkata
Spoonful,,"Cafe, Coffee, Tea, Fast Food, Sandwich, Chinese, Momos",200.0,54.0,1,Kolkata
Chaiapps - Next Door Bliss,3.8,"Pizza, Burger, Sandwich, Pasta, Fast Food, Street Food, Desserts, Shake",200.0,30.0,1,Kolkata
Chinar Tales,3.1,"Kashmiri, Mughlai, Rolls, Beverages",200.0,51.0,1,Kolkata
Cakes & Shapes,2.9,"Bakery, Desserts, Fast Food",200.0,50.0,1,Kolkata
Cafe Offbeat - Up There,3.8,"Continental, Asian, North Indian, Chinese, Fast Food, Biryani, Coffee, Beverages",200.0,52.0,1,Kolkata
Ridhi Sidhi,3.8,"South Indian, Chinese, Street Food, Fast Food, Desserts, Beverages",200.0,43.0,1,Kolkata
Just Bengali,4.0,"Bengali, Rolls, Shake, Beverages",200.0,59.0,1,Kolkata
Haji Biryani,3.8,"Biryani, Mughlai",200.0,43.0,1,Kolkata
PocketMeal,4.0,"North Indian, Chinese, Biryani, Mughlai, Fast Food, Sichuan, Desserts, Beverages",200.0,50.0,1,Kolkata
Chandigarh To Chennai,4.0,"North Indian, South Indian",200.0,46.0,1,Kolkata
The Food Story,4.1,"Burger, Pasta, Sandwich, Street Food",200.0,56.0,1,Kolkata
Cakerica,4.2,Bakery,200.0,53.0,1,Kolkata
@69 Food Zone,3.7,"Chinese, North Indian, Sichuan",200.0,35.0,1,Kolkata
Prakash Hindu Hotel,3.6,"North Indian, Biryani",200.0,28.0,1,Kolkata
The Corner Courtyard,4.1,"Italian, Salad, Pizza, Continental, Seafood, Bar Food, Desserts, Coffee",200.0,53.0,1,Kolkata
Kolkata Kingdom,4.3,"Chinese, Momos, Biryani, Rolls, Kebab",200.0,34.0,1,Kolkata
Kabir's,4.3,"Turkish, Kebab, Biryani, Desserts",200.0,32.0,1,Kolkata
Hatari,4.2,"Chinese, North Indian, Sichuan, Seafood, Mughlai, Kebab, Biryani",200.0,49.0,1,Kolkata
Wah Thali- Meals & Combos,4.2,"North Indian, Chinese, Biryani",200.0,51.0,1,Kolkata
Chinese Junction,3.3,"Chinese, Fast Food, Sandwich, Sichuan",200.0,59.0,1,Kolkata
Cake Wizard,,Bakery,200.0,47.0,1,Kolkata
ITC Sonar - Biryani & Pulao Collection,4.1,"Biryani, Mughlai, North Indian",200.0,81.0,1,Kolkata
Chaat Chator,3.9,"Street Food, North Indian, Beverages",150.0,72.0,1,Kolkata
The Thali Company,3.9,"Bengali, North Indian",150.0,46.0,1,Kolkata
Wow! Burger Cafe,3.5,"Chinese, Burger, Momos, Fast Food",150.0,56.0,1,Kolkata
Mr. Momo Singh,3.6,"Fast Food, Momos",150.0,54.0,1,Kolkata
Bunzara Cafe,4.0,"Cafe, Continental, Pizza, Pasta, Sandwich, Desserts, Coffee, Tea",150.0,63.0,1,Kolkata
New Haji Egg Chicken Roll,,"Rolls, Street Food",150.0,22.0,1,Kolkata
Shaikh's,3.9,"Shawarma, Arabian, Rolls, Kebab",150.0,43.0,1,Kolkata
Dieto,3.5,"North Indian, Biryani, Sandwich, Pizza, Burger",150.0,66.0,1,Kolkata
FoodPath,4.2,"Fast Food, Chinese, Beverages",150.0,50.0,1,Kolkata
Lazzat,4.1,"Chinese, Seafood",150.0,38.0,1,Kolkata
Gourmet Ice Cream Cake By Baskin Robbins,,"Ice Cream, Desserts",150.0,23.0,1,Kolkata
Khushamadeed Restaurant,4.0,"Mughlai, Biryani",150.0,37.0,1,Kolkata
Black & Beige Bistro,4.0,"Cafe, Coffee, Shake, Beverages, Sandwich, Burger, Wraps, Fast Food",150.0,51.0,1,Kolkata
Meraz Biryani,3.5,"Biryani, Rolls",150.0,39.0,1,Kolkata
Yash Da Dhaba,,"North Indian, Bengali",150.0,36.0,1,Kolkata
Hotmenu,3.8,"Continental, Asian, Healthy Food, Fast Food, North Indian",150.0,40.0,1,Kolkata
Bong & Bones,3.9,"North Indian, Kebab, Biryani, Rolls, Chinese",150.0,43.0,1,Kolkata
B.M. Fast Food,4.0,"Chinese, North Indian, Rolls, Sichuan",150.0,59.0,1,Kolkata
Zucca Lounge,3.7,"Cafe, Chinese, Kebab, Continental, Sichuan, Beverages",150.0,52.0,1,Kolkata
Mandarin Gourmet,4.2,"Chinese, Seafood, Sichuan, Asian",150.0,35.0,1,Kolkata
Boomer’s Chicken,,"Fast Food, Chinese, Shake",150.0,46.0,1,Kolkata
Tummy Junction,3.9,"Fast Food, Chinese, Sandwich, Burger, Pizza, Pasta",150.0,52.0,1,Kolkata
New Aafreen Biryani,4.0,Biryani,150.0,52.0,1,Kolkata
Soul Cafe 24*7,3.3,"Bengali, Fast Food, Street Food, Desserts, Beverages",150.0,46.0,1,Kolkata
Jungle Safari,4.4,"Bengali, North Indian, Seafood, Pizza, Desserts",400.0,46.0,1,Kolkata
Scrapyard,4.0,"North Indian, Chinese, Continental, Fast Food, Street Food, Beverages, Desserts",400.0,47.0,1,Kolkata
Asia ! Asia! Asia ! - Street Inspired Dining,4.1,"Asian, Beverages",400.0,53.0,1,Kolkata
Cafeccino,4.1,"Cafe, Coffee, Fast Food, Desserts",400.0,51.0,1,Kolkata
Flavours Of India,4.1,"North Indian, Chinese, Modern Indian, Asian, Continental, Mughlai",400.0,40.0,1,Kolkata
The Langos Bistro,4.0,"Burger, Fast Food, Salad",400.0,48.0,1,Kolkata
Lunch Stopper,4.2,"Bengali, North Indian",400.0,50.0,1,Kolkata
Algu Food Center,4.0,"Chinese, North Indian, Sichuan",400.0,52.0,1,Kolkata
Cream & Fudge,3.8,"Desserts, Beverages",400.0,40.0,1,Kolkata
The Daily,4.2,"Cafe, Italian, Continental, Fast Food, Pancake, Desserts, Beverages, Coffee",400.0,49.0,1,Kolkata
Cremecup.in,4.2,"Bakery, Desserts",400.0,60.0,1,Kolkata
Chow Me,3.7,"Rolls, Chinese, Seafood, Momos",400.0,35.0,1,Kolkata
Kai Chufang,3.8,"Chinese, North Indian, Momos",200.0,61.0,1,Kolkata
Black Brick Cafe,4.0,"Cafe, American, Italian, Chinese, Fast Food, Desserts, Beverages",200.0,48.0,1,Kolkata
Kung Pao,4.2,"Chinese, Thai",200.0,43.0,1,Kolkata
8th Day Cafe & Bakery,4.4,"Cafe, Coffee, Sandwich, Salad, American, Bakery, Wraps, Beverages",200.0,57.0,1,Kolkata
Snazzy Baker,4.0,"Bakery, Desserts, Beverages",200.0,47.0,1,Kolkata
Legacy Of China,4.1,"Chinese, Rolls, North Indian, Sandwich, Fast Food, Sichuan",200.0,63.0,1,Kolkata
RR Bistro,4.1,"Fast Food, Beverages",200.0,51.0,1,Kolkata
KKC - Kolkata Kebab Company,4.0,"North Indian, Kebab, Biryani, Desserts",200.0,52.0,1,Kolkata
Drooling Panda,4.3,"Chinese, Sichuan",200.0,44.0,1,Kolkata
Chana Zor Garam,3.8,"Street Food, Fast Food",200.0,46.0,1,Kolkata
Chin Thai,4.1,"Chinese, Thai, North Indian, Rolls, Fast Food, Street Food, Sichuan",200.0,58.0,1,Kolkata
The Howrah Bridge,4.2,"Chinese, North Indian, Bengali, South Indian, Fast Food, Sichuan",200.0,52.0,1,Kolkata
Artsy,4.2,"Cafe, Continental, Italian, Salad, Sandwich, Fast Food, Desserts, Beverages",300.0,44.0,1,Kolkata
Terminal 11,4.3,"Cafe, Continental, Italian, Fast Food, Beverages, Shake, Desserts",300.0,50.0,1,Kolkata
Anir's,3.9,"Bengali, North Indian, Chinese, Kebab, Biryani, Rolls",300.0,41.0,1,Kolkata
Tiffin,3.8,"Chinese, North Indian, Mughlai, Biryani, Fast Food, Street Food, Beverages",300.0,43.0,1,Kolkata
Happy Panda,3.9,"Chinese, Asian, Thai, Momos, Desserts",300.0,51.0,1,Kolkata
Baapu Kitchen,4.0,North Indian,300.0,55.0,1,Kolkata
Slurpy Shakes,4.0,"Shake, Ice Cream, Desserts, Fast Food",300.0,63.0,1,Kolkata
Calcutta 7,4.1,Bengali,300.0,64.0,1,Kolkata
Bojangles,4.0,"Fast Food, Mexican, Italian, Burger",300.0,62.0,1,Kolkata
What A Sandwich,3.8,Sandwich,300.0,44.0,1,Kolkata
Sharma Brothers,3.9,Fast Food,300.0,39.0,1,Kolkata
Ming Dimsum And Pouchong Asian Products,4.3,"Chinese, Asian, Momos, Tibetan, Sichuan",300.0,54.0,1,Kolkata
Soy Yum,4.3,"Sushi, Asian",200.0,67.0,1,Kolkata
Delights by INOX,4.3,"Fast Food, Street Food",200.0,31.0,1,Kolkata
Buzz,4.4,"Chinese, Seafood, Sichuan",200.0,42.0,1,Kolkata
Bagicha,4.3,"North Indian, Mughlai, Kebab, Seafood, Biryani, Chinese, Sichuan",200.0,40.0,1,Kolkata
New Mezwan Biryani Amaan,,Biryani,200.0,35.0,1,Kolkata
The Verandah,4.0,"Fast Food, Seafood, Sandwich, Italian, Desserts, Beverages, Bengali",200.0,44.0,1,Kolkata
Surfiré The Coastal Café,4.2,"Chettinad, South Indian, Kerala, Biryani, Desserts, Coffee, Fast Food, Beverages",200.0,66.0,1,Kolkata
Haan 'D' Biryani,3.7,"Biryani, Mughlai",200.0,35.0,1,Kolkata
Zero Miles,3.3,"North Indian, Chinese, Desserts, Beverages",200.0,53.0,1,Kolkata
Blossom,3.6,"Seafood, North Indian, Mughlai, Kebab, Chinese, Sichuan",200.0,33.0,1,Kolkata
Koyla Cafe Lounge,4.0,"Cafe, Chinese, Beverages, Continental, Italian",200.0,55.0,1,Kolkata
Simply Bowl,,"North Indian, Chinese",200.0,50.0,1,Kolkata
Yen & Yummy,,"Chinese, Seafood",,50.0,1,Kolkata
Biriyani Kart - The Nawabi Vibes,3.3,"Biryani, Hyderabadi",200.0,57.0,1,Kolkata
Fork Spoon Knife,4.3,"Chinese, Pizza, Pasta, Continental, Shake, Cantonese, Sandwich, Beverages",450.0,47.0,1,Kolkata
Cheese Please,3.7,Pizza,300.0,49.0,1,Kolkata
Burger Buss,,"Burger, Fast Food",250.0,50.0,1,Kolkata
Vaango,3.8,"South Indian, Beverages",200.0,59.0,1,Kolkata
Biryanishk By The Biryani Company,3.8,"Biryani, North Indian, Mughlai, Kebab",250.0,59.0,1,Kolkata
Chai Ki Chuski,4.3,"Tea, Beverages, Sandwich, Fast Food",150.0,50.0,1,Kolkata
Dum A Biryani,3.7,"Biryani, Beverages",200.0,52.0,1,Kolkata
Tripti Snacks Bar,4.1,"Chinese, Rolls, North Indian",150.0,32.0,1,Kolkata
Veg Chinese Corner,4.3,Chinese,200.0,54.0,1,Kolkata
Chennai Express,3.9,South Indian,100.0,55.0,1,Kolkata
Le Coffee Creme,3.7,"North Indian, Chinese, Asian, Italian, Seafood, Continental, Desserts, Beverages",250.0,55.0,1,Kolkata
China Gardens,3.9,"Chinese, Seafood, Sichuan, Desserts, Beverages",250.0,41.0,1,Kolkata
Punjabi Panda,4.0,"Mughlai, North Indian, Chinese, Rolls, Fast Food, Biryani, Desserts, Beverages",250.0,52.0,1,Kolkata
The Golden Noodles,3.8,"Chinese, Seafood, Momos, Sichuan",250.0,35.0,1,Kolkata
Cookie Man,4.2,"Bakery, Desserts, Sandwich, Fast Food",250.0,56.0,1,Kolkata
